Burr_PD_L1_CMTM6_INFr_LFC	Freeman_B16F10_MHCI_Low_LFC	Freeman_B16F10_NK_LFC	Haney_U937_iggRBC_LFC	Haney_U937_Zymosin_LFC	Henriksson_mNaiveTh_GATA3_r1_LFC	Jiang_Daudi_B_CD40_r1_LFC	Kearney_B16F10_OT_I_LFC	Kearney_MC38_OT_I_aPD1_LFC	Kearney_MC38_OT_I_IgG_LFC	Liu_HSC4_DoxvsnoDox_shADAR_LFC	Manguso_GVAX_only_vs_TCRa_KO_LFC	Manguso_GVAX_PD_1_vs_TCRa_KO_LFC	Manguso_TCRa_KO_vs_In_vitro_LFC	Pan_B16F10_Pmel_1_IFNg_LFC	Parnas_BMDCs_TNF_r1_LFC	Pech_K562_MHCI_r1_LFC	Pech_K562_NK_92_r1_LFC	Ritchie_U937_cGAMP_r1_LFC	Shifrut_pilot_mean_LFC	Shifrut_d1234_LFC	Vredevoogd_IFNGR1mut_SKCM_MART_1_1r_LFC
PDE6C	-7.596	-2.5101	-1.2981	0.22998	0.0053823	-0.82504	-0.66672	-6.4172	-1.8443	0.48305	0.31874	NA	NA	NA	-0.44977	-1.9999	-0.11597	-0.25781	NA	NA	-0.063112	0.1884
PDE6D	-7.4873	0.22839	1.58	0.10417	0.07655	-0.45013	-0.18908	-0.38133	-3.5518	3.2321	0.87684	NA	NA	NA	-0.66595	-0.01294	-0.59954	-0.57898	NA	NA	-0.043854	-0.14379
PDE6G	-7.2154	-2.433	-3.4068	0.027726	-0.048461	1.3504	0.72126	-6.1687	-1.8526	-0.32488	0.54602	NA	NA	NA	-0.74084	1.3635	0.57908	-0.10867	NA	NA	-0.046799	0.026155
PDE6H	-7.7163	1.8582	-1.6648	-0.32427	0.1537	0.11161	0.37965	-5.7582	-1.9939	-2.2988	0.59297	NA	NA	NA	-0.33293	-0.99469	-1.4009	0.036605	NA	NA	-0.04878	0.082954
PDE7A	-7.0762	1.8048	0.39309	-0.067984	-0.014134	-0.97967	0.0074817	-7.0011	-2.2929	1.3808	-0.16508	NA	NA	NA	-2.8134	-0.022142	2.4615	-0.65293	NA	NA	-0.10461	0.034999
PDE7B	-7.5119	-3.0105	-1.154	0.12131	-0.010694	-0.22399	0.15247	-5.7765	-3.5711	0.95815	0.57084	NA	NA	NA	-1.8884	2.9627	-0.30602	0.55408	NA	NA	0.076849	0.02956
PDE8A	-6.8857	0.60667	3.2182	-0.25185	0.015355	-0.45015	0.62582	-6.4679	-4.062	-1.476	0.33367	NA	NA	NA	-0.59539	-0.76418	-0.91708	-0.012357	NA	NA	-0.094563	-0.049756
PDE8B	-7.6703	NA	NA	0.17974	-0.011282	-1.0068	0.098933	NA	NA	NA	0.2294	NA	NA	NA	NA	-2.8074	-0.32057	-0.41413	NA	NA	0.041019	0.24276
PDE9A	-7.419	2.1432	0.92945	-0.13996	-0.049641	-0.050411	-0.33886	-6.7094	-2.0995	-1.9694	0.11421	NA	NA	NA	-0.096215	1.3975	0.12737	0.37444	NA	NA	0.045373	0.11021
PDF	-7.7115	-3.1687	-1.1951	-0.11619	0.040745	-0.048517	-0.036969	-5.7004	-2.4676	1.9729	-0.24284	NA	NA	NA	-0.90779	-2.3219	-0.098035	0.12708	NA	NA	-0.011386	0.13632
PDGFA	-7.5512	0.73462	2.4449	-0.088296	-0.033906	-0.643	0.26372	-6.476	-0.58653	-2.0945	0.31392	0.05031	0.036463	-0.073498	-0.57411	2.4998	0.47255	0.25714	NA	-0.085732	0.15134	-0.14845
PDGFB	-8.1031	-2.1929	-5.0581	-0.18871	-0.091201	-0.059616	-0.51861	-6.796	-1.9363	0.23522	0.95633	NA	NA	NA	-0.49522	-2.8212	-0.37861	-0.62932	NA	0.032097	0.064647	0.24294
PDGFC	-7.4734	1.3446	-1.8474	-0.070006	-0.058228	-0.77847	-0.8685	-0.12562	-3.1048	-0.62393	0.43282	-0.491	-0.20203	-0.35954	-0.7529	-1.0168	-0.11958	0.20046	NA	0.019621	-0.022156	-0.004279
PDGFD	-7.8296	0.51764	-0.61456	0.14448	-0.064527	-1.573	0.49342	-2.9983	-5.4964	-1.1334	0.54324	NA	NA	NA	-1.2324	1.4167	0.57259	0.094154	NA	NA	-0.15111	-0.27651
PDGFRA	-7.7354	-3.6931	-0.29556	-0.24927	-0.063565	-0.95338	0.1782	-7.0174	-4.4688	-3.5204	0.26289	0.14781	0.060924	0.17602	-0.64136	-2.0319	-1.3585	0.068195	NA	NA	0.040221	0.02603
PDGFRB	-7.8603	0.083234	-0.6882	0.092221	0.072083	-1.0712	0.64746	-6.4735	-0.42337	2.2278	-0.030028	-0.10917	-0.3134	-0.30789	-1.2807	-0.4746	-0.023641	0.78509	NA	0.12282	-0.22516	-0.15947
PDGFRL	-7.5143	-0.50456	0.71925	0.075727	0.040494	0.042626	0.1627	-6.0606	-4.5787	-2.6524	0.31552	NA	NA	NA	0.29669	1.6831	-0.73943	-0.14173	NA	NA	0.05359	-0.14471
PDHA1	-7.3098	-0.2494	0.52455	-0.26583	0.093214	0.63151	-0.55763	-6.1719	-3.0282	1.0125	-0.39525	NA	NA	NA	0.78892	-2.1155	0.21113	-0.1892	NA	NA	0.064654	0.11059
PDHA2	-7.9434	-0.54869	-2.2973	0.26724	-0.0026514	0.47037	0.13726	-3.8315	-0.90144	1.8261	-0.2634	NA	NA	NA	-0.94578	-1.8745	-1.0519	0.17062	NA	NA	0.11493	0.044147
PDHB	-6.3591	-5.4552	0.81562	-0.35713	0.076155	-0.98443	-0.46332	-5.5792	-1.394	-1.4928	-0.25728	NA	NA	NA	-2.337	-2.1885	0.25057	-0.44634	NA	NA	0.045324	0.64017
PDHX	-7.8889	-0.31624	-3.5695	-0.22159	-0.0083373	0.18572	-1.056	-6.1995	-3.211	1.1874	0.245	NA	NA	NA	-0.68042	-2.8489	0.031277	0.21944	NA	NA	0.0235	0.20298
PDIA2	-7.1274	-0.36394	0.098755	-0.070481	0.014966	1.5889	0.23255	-4.3144	-3.2578	2.0885	0.58078	NA	NA	NA	0.081918	-0.73697	0.27783	0.048008	NA	NA	-0.075407	-0.27357
PDIA3	-7.0924	3.3962	-4.0229	0.22361	0.26528	-1.0075	-1.5615	-7.1403	-4.2422	-1.099	-0.081287	-1.4625	-2.7159	0.33197	-0.88109	-2.7172	-0.95385	0.74754	NA	-0.0064709	-0.3486	0.83825
PDIA4	-7.7085	0.94333	-0.053803	-0.28287	0.021307	0.2605	0.69297	-0.56191	-1.7869	-1.838	0.62009	-0.040143	0.010658	-0.16822	-0.77722	4.4738	0.27027	0.37333	NA	0.22314	-0.069889	-0.10808
PDIA5	-6.5829	1.3775	1.7721	0.065456	-0.098766	0.61894	-0.11928	-6.5662	-3.6029	-1.5823	0.076823	NA	NA	NA	-0.11054	-1.7658	0.023773	0.47915	NA	NA	0.066231	0.13073
PDIA6	-7.0408	-4.4548	-0.04906	0.4501	0.11289	0.88298	0.21669	-4.3871	-4.0233	1.0934	0.13946	-0.14627	0.16082	-0.19157	-0.70298	-1.9565	0.25632	0.27764	NA	NA	0.061626	-0.19893
PDIK1L	-7.5848	-1.8355	0.47339	0.19326	0.039275	1.3227	0.34717	-6.3697	-4.5279	0.15463	0.051095	0.132	-0.044284	-0.13921	-1.4057	1.1224	-0.62902	-0.030706	NA	NA	0.14446	0.0029842
PDILT	-5.9245	-0.27884	1.5168	-0.17301	-0.085822	0.74936	0.056767	-7.3502	-3.1997	0.40637	-0.11674	NA	NA	NA	-0.17179	0.034348	0.38215	0.081512	NA	NA	0.01938	0.32459
PDK1	-7.4261	2.4701	-0.53205	0.31261	0.34892	-1.5532	0.19963	-7.3052	-2.6361	1.9902	0.16925	0.030308	0.25256	-0.46799	-0.22838	-1.8505	-1.4549	0.396	NA	NA	-0.045206	-0.018307
PDK2	-7.5004	-3.5525	-0.96197	0.07191	-0.084734	0.73276	0.58613	-1.0151	-2.6505	0.28122	0.40688	-0.16783	-0.092002	-0.058024	-0.71011	-1.6689	-0.14958	0.014162	NA	NA	-0.053786	-0.15691
PDK3	-8.1499	0.63657	-2.1205	-0.22495	-0.1207	0.51479	-0.2892	-6.2777	0.52905	-1.5959	0.30003	0.095174	0.2127	0.34092	-2.4579	-0.61811	0.15463	0.2461	NA	NA	-0.21728	0.048648
PDK4	-8.241	-0.0086143	0.6872	0.010712	-0.08039	3.975	0.28529	1.4628	-3.8427	-2.7839	0.52258	NA	NA	NA	-1.3956	-1.1802	0.086884	0.029699	NA	NA	0.1719	-0.12299
PDLIM1	-7.5389	-0.38414	0.98828	-0.20341	-0.12929	-0.75488	0.15094	-6.3471	-2.0856	0.099117	-0.2096	NA	NA	NA	-1.185	3.0437	0.52798	0.07002	NA	NA	-0.0070975	-0.061072
PDLIM2	-7.881	-4.9616	-1.141	-0.1796	0.051326	1.238	-0.12804	-2.1232	-2.4346	2.2209	-1.38	NA	NA	NA	-0.44158	-1.6281	-0.38337	0.11132	NA	NA	-0.0018926	-0.23277
PDLIM3	-7.9053	-2.7433	1.2893	-0.19219	-0.0076931	1.2587	0.12833	-5.8779	-1.582	1.5181	0.56301	NA	NA	NA	-0.7412	-1.7724	-0.0057851	0.53004	NA	NA	0.026704	0.10088
PDLIM4	-7.3637	0.13464	-0.76042	0.14556	0.0012115	-1.2674	0.75318	-2.9254	-2.4179	4.4184	-0.03219	NA	NA	NA	-1.8267	-0.11879	0.44008	-0.99979	NA	NA	-0.15275	-0.050808
PDLIM5	-7.0352	2.7734	-0.82167	0.043942	0.032684	-0.62418	-0.21959	-4.6811	-3.4195	-2.08	0.20512	-0.044496	-0.36252	0.14268	0.10818	1.4913	-0.53514	-0.14083	NA	NA	0.015397	-0.091968
PDLIM7	-6.4716	2.3646	-2.204	0.15677	0.083978	-0.031603	0.36205	-3.3838	-3.4112	-1.7527	-0.70042	NA	NA	NA	-0.58856	3.6431	0.0070546	-0.26095	NA	NA	-0.1142	-0.29023
PDP1	-7.2841	-0.14517	-0.16727	0.16782	0.10578	-0.24076	0.64427	-6.7855	0.78811	4.0152	-0.21212	-0.042873	0.060641	-0.31885	-0.013869	-0.11909	0.48653	0.18262	NA	NA	0.0095598	-0.17259
PDP2	-6.5341	-3.5128	-0.67013	0.15038	-0.14749	-0.65856	0.92369	-3.1858	-2.8394	2.3642	-0.31362	-0.064326	0.21285	-0.13918	-1.0809	0.74395	0.59775	0.31299	NA	NA	0.045121	-0.032446
PDPK1	-5.445	-3.9991	-3.1768	-0.012075	0.13465	0.49721	0.85529	-6.1875	-3.195	-1.9745	0.89292	0.74749	0.33974	0.40354	-0.15668	-2.3219	-0.35067	-0.95761	NA	-0.041706	-0.39757	0.061279
PDPN	-8.3167	-0.049463	-2.7713	-0.11011	-0.060042	-0.091829	0.34625	-6.7186	-0.74257	-1.3101	-0.44827	-0.26483	-0.52158	0.17923	-0.54481	1.2585	-0.062898	0.46599	NA	-0.043083	-0.032021	0.24208
PDPR	-7.4253	0.94871	0.2729	-0.030246	-0.035873	2.1336	0.13422	-6.9068	-0.25987	1.3303	-0.30597	NA	NA	NA	-0.61141	4.9646	-0.71917	-0.044269	NA	NA	-0.0086919	-0.1879
PDRG1	-6.4461	-2.6706	-5.5641	-0.21728	-0.039789	-1.28	-0.26091	-6.1867	-3.9769	1.0067	0.26803	NA	NA	NA	-0.85	1.2422	-5.6669	-3.6096	NA	NA	-0.19174	-0.71793
PDS5A	-6.7698	-1.584	1.2417	0.11442	0.012113	1.2775	-0.71356	-6.6147	-3.5594	-4.7883	-0.39863	0.34639	0.24947	-0.10728	-1.5547	-1.8745	1.056	-0.37906	NA	NA	-0.21661	-0.49407
PDS5B	-6.9114	0.79001	0.67601	-0.42981	-0.25176	0.36746	-0.79406	-4.6689	-3.551	-1.9857	0.1259	NA	NA	NA	-1.6785	-3.199	0.16664	0.17682	NA	NA	-0.14134	-0.014123
PDSS1	-6.7191	-0.27213	-4.3871	0.51105	0.032701	-0.94727	-0.1083	-6.6211	-3.07	0.22818	-0.30865	NA	NA	NA	-1.8442	0.64963	1.284	-1.5341	NA	NA	0.11451	-0.085614
PDSS2	-7.3977	2.9501	0.28167	0.56785	-0.088106	-0.20216	-0.084001	-3.8261	-3.2825	1.2364	0.17423	NA	NA	NA	-0.67708	0.56404	-0.19543	-0.55339	NA	NA	-0.013823	0.16318
PDX1	-6.978	-3.2104	-3.6261	0.11421	-0.024717	-1.0122	-0.65847	-4.6862	-1.5477	-0.0057739	-0.49989	NA	NA	NA	0.53535	-1.8745	-0.40756	0.24757	NA	NA	-0.069202	-0.096044
PDXDC1	-7.5485	-1.4907	-2.2428	-0.044502	0.036252	-0.066505	0.60263	-7.0067	-1.3594	-1.8439	0.020188	NA	NA	NA	-0.89453	-3.39	0.046519	-0.68493	NA	NA	0.047466	0.26443
PDXK	-7.5923	1.7762	-2.5403	0.20071	-0.079766	-0.34475	0.0083655	-6.6906	-3.4964	-1.109	0.39	0.038032	0.13429	-2.1012	-0.33071	-1.3679	0.24221	-0.43075	NA	NA	0.10421	-0.36843
PDXP	-8.1591	-1.5624	1.2842	-0.73362	-0.075552	0.62138	0.26192	-6.3865	-2.818	0.74372	0.21243	NA	NA	NA	-0.25194	-1.0189	0.024777	-1.0016	NA	-0.068529	0.041353	-0.034688
PDYN	-7.3286	-1.29	0.25088	-0.0013022	0.019378	0.93483	-0.32538	0.38704	-3.2855	-2.4572	0.45959	NA	NA	NA	-0.30647	-0.51929	-0.2458	0.32874	NA	NA	0.080048	0.030342
PDZD11	-7.1869	-2.642	-0.31881	-0.26766	-0.26231	-0.46781	0.11809	-4.0976	-2.714	0.98565	0.077004	-0.1758	0.27428	0.062504	-1.04	-2.3219	2.8854	0.513	NA	NA	-0.19437	-0.041348
PDZD2	-7.4752	0.22675	-2.1681	0.02025	0.02582	-1.974	-0.30571	-4.8373	-4.919	-3.9536	-0.08451	NA	NA	NA	-0.76096	2.0896	0.42769	0.55048	NA	NA	-0.04944	-0.11417
PDZD3	-7.6108	1.5083	-0.9172	-0.076694	0.11568	-1.169	-0.61246	-6.8642	-0.30958	-0.78023	0.043548	NA	NA	NA	0.2816	-1.5062	-0.90263	0.22824	NA	NA	0.11475	-0.075848
PDZD4	-7.3289	-0.71438	-0.56438	-0.096646	-0.094658	0.38555	-0.90113	-6.078	-2.2788	-0.6825	-0.044788	NA	NA	NA	-1.2423	1.0543	0.18658	0.30034	NA	NA	0.047819	-0.40911
PDZD7	-7.7224	0.35625	-0.91063	0.14012	0.00069377	0.014878	-0.0019575	-3.7008	-4.0295	1.5952	0.065635	NA	NA	NA	-0.76253	1.4711	-0.36544	-0.11987	NA	NA	0.090976	0.15313
PDZD8	-7.8259	3.558	-1.3335	0.20433	-0.036329	0.20617	-0.70237	-6.3007	-3.6475	2.4415	-0.10531	NA	NA	NA	-0.40123	-0.60533	-0.91891	0.38331	NA	NA	-0.030872	-0.069952
PDZD9	-8.141	0.92871	-1.7596	0.13678	0.014359	0.89938	0.16948	-2.1581	-0.68655	1.1577	-0.064827	NA	NA	NA	-0.37514	-2.4815	0.27025	-0.22421	NA	NA	-0.07561	-0.49104
PDZK1	-7.289	1.0032	0.49587	0.13927	-0.049839	0.14448	-1.0258	-0.47115	-4.5557	1.3324	-0.89846	NA	NA	NA	-0.050913	0.22817	-0.51366	-0.47039	NA	NA	0.040748	0.094665
PDZK1IP1	-7.9252	2.4476	-0.39838	0.16771	0.15485	1.3523	-0.11012	-7.1724	-4.8947	-2.6236	-0.11987	NA	NA	NA	-0.47591	-2.5737	-0.075742	0.29912	NA	NA	-0.044867	-0.033368
PDZRN3	-7.4952	4.2576	3.067	0.10363	0.07935	-0.71076	-1.1295	-6.4124	-4.1203	-0.12796	-0.25975	NA	NA	NA	-1.1361	-3.3692	-0.70483	-0.1081	NA	NA	-0.1681	0.060015
PDZRN4	-6.9038	0.26352	0.92302	-0.39233	-0.17204	0.2378	-0.046804	-7.0973	-0.76194	-1.3237	-0.16042	NA	NA	NA	-0.96009	-3.2606	0.066955	1.4107	NA	NA	0.053462	-0.11058
PEA15	-6.4372	NA	NA	-0.074734	-0.11087	NA	-0.52103	NA	NA	NA	-0.15719	NA	NA	NA	NA	NA	-0.19616	-0.1388	NA	NA	0.021726	0.12486
PEAK1	-8.1701	0.87549	-0.68273	0.12836	-0.088417	NA	0.24636	-6.0634	-4.2795	-1.4989	0.40982	0.44399	0.19567	-0.36762	0.31993	-0.87672	0.25831	0.28982	NA	NA	0.090091	0.1143
PEAR1	-7.2058	-0.31819	0.5879	0.26604	0.12968	0.36551	0.31481	-4.3005	-4.2551	2.7115	-0.31755	NA	NA	NA	-0.5175	2.5096	-0.096212	0.93404	NA	NA	0.08087	-0.099765
PEBP1	-7.2349	-3.4361	-3.4031	-0.069956	-0.077978	-0.72065	-1.0488	-5.4731	-3.7935	-3.327	-0.16453	0.01956	0.015352	0.0072997	-0.019109	-2.6047	-0.057992	0.1248	NA	NA	0.038772	-0.17126
PEBP4	-7.6407	-1.1137	-2.6485	0.083414	0.070665	-0.041967	0.42752	-6.854	-3.3166	0.3547	-0.082498	NA	NA	NA	-1.2033	-0.73884	-0.067981	0.073449	NA	NA	0.1129	0.078818
PECAM1	NA	NA	NA	NA	NA	-0.64555	NA	NA	NA	NA	-0.98625	NA	NA	NA	NA	-2.3573	NA	NA	NA	-0.1297	-0.026182	-0.17582
PECR	-7.2076	2.2031	-0.82056	0.10283	0.022044	1.7108	-0.50646	-7.1755	1.507	-1.7427	-0.18485	NA	NA	NA	-0.60677	0.9735	1.0678	0.25955	NA	NA	-0.011842	0.055755
PEF1	-7.1471	0.2607	-1.4875	-0.42227	0.019159	-0.61336	-0.32196	-6.7918	-3.2326	0.5514	-0.13851	NA	NA	NA	-0.4463	-0.61811	0.64336	0.4844	NA	NA	0.049981	0.11533
PEG10	-6.1904	-1.2039	-0.56492	-0.44645	0.080443	2.8394	-0.65149	-3.8279	-2.7959	-2.7279	-0.14676	NA	NA	NA	-0.37995	1.3155	0.3899	-0.80353	NA	NA	0.10599	-0.23737
PEG3	-8.5604	0.30553	-4.1762	-1.0475	-0.074079	-0.68534	0.094365	-2.3169	-1.0053	0.22295	-0.60277	NA	NA	NA	-0.26051	2.4405	-1.5764	-0.14337	NA	NA	0.12582	NA
PELI1	-6.9493	1.8499	-0.88098	0.14944	0.035374	-0.81216	-0.3184	-5.996	-2.1273	-1.8779	0.19515	-0.33041	-0.18902	-0.53374	-1.2898	-0.33379	-0.56453	0.54509	NA	NA	-0.22428	-0.13289
PELI2	-7.8927	0.48117	-1.038	0.059617	0.0043765	-0.58187	-0.0085416	-6.9615	-2.4301	0.73825	0.11631	NA	NA	NA	-0.88679	-2.5025	-1.1601	-0.29959	NA	NA	-0.045614	0.040201
PELI3	-7.0607	1.2429	-0.60551	0.13598	-0.070417	0.41089	-0.92204	-7.0638	-3.9212	0.96358	0.53145	NA	NA	NA	-0.83276	-0.94507	0.28168	0.44567	NA	NA	-0.16328	-0.091884
PELO	-6.3494	-1.9777	2.6629	0.2886	-0.025366	-1.423	2.2444	-6.7307	-3.5329	-0.61018	0.17924	NA	NA	NA	-1.7623	-0.33206	-5.6011	-0.77155	NA	NA	-0.014655	0.73725
PELP1	-5.1018	-4.3328	2.6358	0.2327	-0.18872	3.3696	0.60395	-5.6596	-3.7092	-2.3196	-1.3526	NA	NA	NA	-0.54597	-2.7635	-4.9513	-1.2695	NA	NA	-0.16159	NA
PEMT	-7.7479	1.4538	-1.0192	0.018344	0.048512	-0.35612	0.4525	-6.4464	-2.0532	0.41482	-0.49973	NA	NA	NA	-0.6813	3.4321	-1.7994	-3.2993	NA	NA	-0.047295	-0.25273
PENK	-7.9685	-4.0307	-1.9435	-0.051145	-0.0456	0.53466	-0.83808	-7.085	0.81009	1.2368	-0.56163	NA	NA	NA	-0.39372	-3.216	0.22152	0.14996	NA	NA	-0.12619	-0.074653
PEPD	-6.7522	1.3832	-0.41758	0.15	0.036917	4.1233	0.64844	-7.2126	-1.0104	0.52317	-0.28273	NA	NA	NA	-0.61557	3.4306	0.09404	-0.17016	NA	NA	-0.020889	-0.17568
PER1	-7.7806	-1.0913	-1.4428	0.15427	-0.097257	0.08425	-0.27936	-6.2624	-0.83769	1.6381	0.16548	0.13082	-0.00014792	0.24486	-1.7364	-0.1641	-0.18349	-0.41403	NA	NA	0.033026	-0.20433
PER2	-6.9514	1.7189	-5.2393	-0.24021	-0.053781	-0.43275	0.23603	-4.219	-4.8873	0.75409	-0.51254	NA	NA	NA	-0.42865	-0.73697	-0.42422	0.1115	NA	NA	-0.081614	0.29444
PER3	-7.549	2.7976	-0.31709	0.22188	-0.052186	-0.53318	-0.012002	-4.6407	-4.0599	2.0508	-0.24301	NA	NA	NA	0.21963	-0.73697	0.41165	0.18296	NA	NA	0.12277	0.18667
PERM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22098	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1384	NA
PERP	-7.0326	-2.9561	-1.4737	-0.10876	-0.045361	0.34462	-0.17765	-6.0996	-1.8795	-0.69193	0.15351	NA	NA	NA	-0.086055	-3.5443	1.0457	0.34741	NA	NA	0.027882	-0.30304
PES1	-5.6002	1.169	-2.0515	0.25429	0.1814	1.4346	-0.062805	-5.552	-2.8237	-1.4787	-0.11189	NA	NA	NA	0.48324	-2.0437	-3.0696	-0.81078	NA	NA	-0.15024	-0.11639
PET100	-6.5785	-5.0495	-1.6814	-0.12347	-0.074808	0.6202	-1.3158	-5.9669	-4.6199	0.25691	0.086231	NA	NA	NA	-0.85634	0.89275	0.8507	-2.2255	NA	NA	0.02014	0.23678
PET112	-5.6563	3.7005	-4.2948	-0.53419	0.080616	-0.39709	NA	-6.3136	-3.3252	-4.3348	NA	NA	NA	NA	-1.3718	-0.83021	NA	NA	NA	NA	NA	0.43789
PET117	-7.484	-4.7062	NA	0.13929	0.086737	NA	0.1809	-6.2481	-5.0065	1.6727	0.40998	NA	NA	NA	-2.7788	-2.3834	0.35803	-2.9056	NA	NA	0.0019327	0.33442
PEX1	-6.742	-5.8882	-4.2501	0.067325	0.22099	-0.84803	0.4068	-6.3535	-4.922	-1.3857	-0.088827	NA	NA	NA	-2.5034	-0.078003	0.95531	-0.094494	NA	NA	-0.31091	-0.55557
PEX10	-6.9964	-4.6364	-3.929	0.18378	0.051899	-0.93034	-0.7814	-5.9075	0.45385	-3.4303	-0.41795	NA	NA	NA	-0.20817	0.77215	0.26169	0.15272	NA	NA	-0.095188	0.62584
PEX11A	-7.9189	-0.82192	-0.2701	-0.059472	-0.05459	0.44163	0.013585	-5.9736	-2.6502	1.3315	0.304	NA	NA	NA	-0.42688	-1.8827	-0.37263	-0.16863	NA	NA	0.030679	-0.19024
PEX11B	-7.044	-2.2475	-0.59575	-0.27163	0.0034998	-0.14122	-0.60187	-4.201	-3.5698	-1.2929	-0.019302	NA	NA	NA	-0.69663	-1.7494	-0.72405	0.74209	NA	NA	0.037461	-0.15544
PEX11G	-7.4473	2.3221	-3.2866	0.15525	-0.074909	1.2621	-0.26774	-6.9473	-5.5134	-0.28323	0.2644	NA	NA	NA	-0.63236	0.88015	-0.12235	0.3995	NA	NA	-0.089425	0.25302
PEX12	-7.2736	1.3533	-5.2113	0.078955	0.31415	0.21305	-0.663	-6.536	-3.3769	-2.6683	-0.52668	NA	NA	NA	-0.80545	-2.663	0.14057	-1.4164	NA	NA	-0.044377	0.30308
PEX13	-6.6646	-3.5811	-1.9828	-0.10305	0.14775	-0.54532	-1.1495	-6.7833	-0.1256	-3.8616	0.5987	NA	NA	NA	-2.0491	0.028734	-0.1963	-0.072844	NA	NA	-0.18506	0.13908
PEX14	-7.7412	-0.61482	-0.87345	-0.11491	0.15794	-1.0596	-1.512	-3.9035	-2.6606	1.419	-0.55802	NA	NA	NA	-0.861	3.8011	0.092507	-0.1618	NA	NA	-0.014511	-0.032815
PEX16	-7.3014	-5.6543	-4.3809	0.0099427	0.13863	0.084996	-0.085207	-6.5053	-1.9737	0.62388	-0.126	NA	NA	NA	-1.1305	0.71138	0.74133	0.20925	NA	NA	-0.014122	0.49687
PEX19	-7.5796	-5.5269	-1.6037	-0.34202	0.029504	-0.011486	-0.55011	-3.7831	-3.0928	1.3777	-0.96945	NA	NA	NA	-1.8279	-1.8745	-0.70398	-0.33314	NA	NA	0.070822	0.26165
PEX2	-7.7332	-1.5608	0.74367	-0.041744	-0.0026453	0.5249	0.084968	-6.3648	-5.0121	1.577	-0.11337	NA	NA	NA	-0.025343	0.027962	1.0482	-0.48423	NA	NA	-0.14378	0.30967
PEX26	-7.8256	NA	NA	0.081943	0.058134	0.19092	-0.089828	NA	NA	NA	0.17461	NA	NA	NA	NA	0.87926	0.4688	-0.2348	NA	NA	0.069631	0.30996
PEX3	-7.528	-2.4008	0.089065	0.32433	0.12451	0.15167	0.43997	-6.4087	-3.7489	1.7804	0.52817	-0.38332	-0.26794	0.31668	0.46071	-2.7716	-0.25896	0.19521	NA	NA	0.076868	-0.21162
PEX5	-8.1491	-0.77516	-3.3551	0.20078	0.22419	-0.43732	0.10059	-6.6735	-2.0648	0.58956	0.17728	NA	NA	NA	-0.986	-3.6962	0.40495	-0.27329	NA	NA	-0.11336	-0.23173
PEX5L	-7.3406	-0.078755	-0.64126	0.05896	0.012859	3.7502	0.94936	-5.9543	-0.58701	2.9163	-0.61966	NA	NA	NA	-1.2162	0.37748	0.25681	-0.24456	NA	NA	0.025699	0.077376
PEX6	-8.4605	0.70875	-2.083	0.08591	-0.029425	-1.104	-0.15726	-5.8766	-4.5037	-1.6433	-0.33355	NA	NA	NA	-1.9848	-3.1699	0.42526	0.0036939	NA	NA	-0.18768	0.075681
PEX7	-6.5557	0.58996	0.14281	0.11577	0.078761	-0.17152	-0.16711	-5.9906	-2.6881	-2.297	0.26696	NA	NA	NA	-1.7453	-1.8745	-0.19468	0.40116	NA	NA	0.12162	0.31137
PF4	-7.5384	0.1879	-2.738	-0.3056	-0.028816	0.47953	-0.14961	-2.9916	-4.1889	-4.224	-0.88294	NA	NA	NA	0.020834	1.2162	-1.6115	-0.25881	NA	NA	0.13366	-0.055722
PF4V1	-7.6602	NA	NA	0.11673	-0.044056	NA	-0.66474	NA	NA	NA	-0.49017	NA	NA	NA	NA	NA	-0.64238	0.067381	NA	NA	0.10774	0.28699
PFAS	-7.8523	-4.0029	-1.9435	0.33134	0.069915	-0.03872	-0.0074298	-5.4642	-2.1548	-0.90938	-0.65953	NA	NA	NA	NA	2.5096	-3.029	-3.4391	NA	NA	-0.06172	0.30712
PFDN1	-6.3768	-2.5396	1.0398	0.22553	-0.098173	2.3643	-0.011297	-1.6854	-2.6343	-1.4883	0.027199	NA	NA	NA	-0.26496	-0.48254	0.16021	-1.0646	NA	NA	-0.16777	0.29193
PFDN2	-5.3248	-3.7578	2.5357	-0.018588	0.069724	-0.28113	-0.011846	-3.7716	-2.3107	-4.1438	-1.1696	NA	NA	NA	0.28476	-2.1671	2.2845	-3.1415	NA	NA	-0.204	0.022204
PFDN4	-7.3865	-2.8383	-3.4114	-0.19047	0.13495	0.36485	-0.36011	-4.8804	-3.061	-3.06	0.0054892	NA	NA	NA	-0.39213	2.9047	-0.54901	-0.15411	NA	NA	-0.13974	-0.012747
PFDN5	-6.7158	-4.4911	-5.0139	0.048422	-0.039235	0.53013	-0.39657	-6.2469	-3.386	-3.8289	0.19467	NA	NA	NA	-2.1142	-0.42213	-0.91548	-0.21451	NA	NA	-0.01855	0.17606
PFDN6	-5.5893	-4.8081	-6.4328	-0.53121	-0.084808	NA	0.7116	-6.5897	-2.5006	-0.44121	-0.72471	NA	NA	NA	-0.8105	NA	-0.17374	-0.78991	NA	NA	-0.41759	-0.089387
