Burr_PD_L1_CMTM6_INFr_RRAscore	Freeman_B16F10_MHCI_Low_RRAscore	Freeman_B16F10_NK_RRAscore	Haney_U937_iggRBC_RRAscore	Haney_U937_Zymosin_RRAscore	Henriksson_mNaiveTh_GATA3_r1_RRAscore	Jiang_Daudi_B_CD40_r1_RRAscore	Kearney_B16F10_OT_I_RRAscore	Kearney_MC38_OT_I_aPD1_RRAscore	Kearney_MC38_OT_I_IgG_RRAscore	Liu_HSC4_DoxvsnoDox_shADAR_RRAscore	Manguso_GVAX_only_vs_TCRa_KO_RRAscore	Manguso_GVAX_PD_1_vs_TCRa_KO_RRAscore	Manguso_TCRa_KO_vs_In_vitro_RRAscore	Pan_B16F10_Pmel_1_IFNg_RRAscore	Parnas_BMDCs_TNF_r1_RRAscore	Pech_K562_MHCI_r1_RRAscore	Pech_K562_NK_92_r1_RRAscore	Ritchie_U937_cGAMP_r1_RRAscore	Shifrut_pilot_mean_RRAscore	Shifrut_d1234_RRAscore	Vredevoogd_IFNGR1mut_SKCM_MART_1_1r_RRAscore
KAT6A	0.026215	0.060773	0.067075	0.99997	1	0.019635	0.66909	0.59385	0.37001	0.58233	0.33095	NA	NA	NA	0.27677	0.25354	0.15004	0.92118	NA	NA	NA	0.4798
KAT6B	0.0036435	0.12852	0.3667	0.83419	0.48678	0.68329	0.13556	0.061466	0.94527	0.97615	0.74967	NA	NA	NA	0.28788	0.32695	0.21489	0.322	NA	NA	0.17762	0.23836
KAT7	0.46089	0.0054905	0.24657	0.93983	0.99957	0.71457	0.040759	0.41378	0.10359	0.23538	0.19239	NA	NA	NA	0.0020752	0.82453	0.12572	0.22236	NA	NA	0.0055768	0.74245
KAT8	0.816	0.072247	0.2453	0.010007	0.29004	0.86265	0.040237	0.94809	0.019948	0.03431	0.22824	NA	NA	NA	NA	0.27302	0.02039	0.00010052	NA	NA	0.35879	0.10726
KATNA1	0.42447	0.9121	0.25874	NA	NA	0.070508	0.84934	0.95731	0.24104	0.45857	0.38323	0.98938	0.78671	0.49099	0.14633	0.24143	0.020849	0.56367	NA	NA	0.66821	0.91461
KATNAL1	0.16226	0.48311	0.50573	NA	NA	0.60987	0.22029	0.064679	0.12431	0.055718	0.11855	NA	NA	NA	0.44151	0.6561	0.18699	0.89306	NA	NA	0.92414	0.054485
KATNAL2	0.12081	NA	NA	NA	NA	0.067371	0.0079531	NA	NA	NA	0.11519	NA	NA	NA	NA	0.21703	0.094919	0.35339	NA	NA	0.54723	0.4793
KATNB1	0.88638	0.092973	0.67558	0.36323	0.07914	0.48196	0.042533	0.0092641	0.07089	0.90512	0.046828	NA	NA	NA	0.3871	0.31754	0.36882	0.43977	NA	NA	0.51491	0.7483
KATNBL1	0.9824	0.40882	0.65011	0.038933	0.030965	0.69947	0.36355	0.021606	0.52649	0.45655	0.40639	NA	NA	NA	0.53869	0.021506	0.071384	0.18579	NA	NA	0.22216	0.98324
KAZALD1	0.034951	0.059726	0.9536	0.43305	0.50927	0.51985	0.65985	0.43262	0.20417	0.47954	0.1007	NA	NA	NA	0.88133	0.26763	0.17344	0.26814	NA	NA	0.23307	0.79754
KAZN	0.11032	0.10535	0.37525	0.41467	0.90862	0.0083476	0.67539	0.43443	0.98787	0.80562	0.014058	NA	NA	NA	0.77482	0.6826	0.60616	0.4609	NA	NA	0.28016	0.32268
KB-1507C5.2	0.027597	NA	NA	0.14336	0.80697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KB-1980E6.3	0.21908	NA	NA	0.098624	0.76061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KBTBD11	0.16678	0.5989	0.028876	0.011158	0.52894	0.10934	0.21198	0.3626	0.10036	0.33555	0.21256	NA	NA	NA	0.90092	0.042128	0.11831	0.24626	NA	NA	0.50469	0.63474
KBTBD12	0.54927	0.56971	0.61679	0.3276	0.0011121	0.10557	0.28726	0.25937	0.79204	0.52097	0.84818	NA	NA	NA	0.52225	0.00014683	0.17545	0.19029	NA	NA	0.024756	0.18855
KBTBD13	0.13938	0.59	0.10898	0.084901	0.39189	0.48605	0.42427	0.055225	0.18634	0.39477	0.0091108	NA	NA	NA	0.52555	0.004004	0.29463	0.18442	NA	NA	0.5712	0.9355
KBTBD2	0.37421	0.41692	0.90786	0.94901	0.033923	0.45105	0.10859	0.36943	0.52649	0.43018	0.15924	NA	NA	NA	0.09895	0.67116	0.40789	0.17373	NA	NA	0.70025	0.59683
KBTBD3	0.55738	0.066295	0.044346	0.02234	0.087277	0.077363	0.25643	0.17424	0.39461	0.91971	0.32461	NA	NA	NA	0.41558	0.84367	0.59416	0.98789	NA	NA	0.98639	0.84896
KBTBD4	0.56276	0.9555	0.31886	0.53442	0.43637	0.27465	0.089649	0.060669	0.64136	0.80562	0.63734	NA	NA	NA	0.39891	0.53867	0.67003	0.63082	NA	NA	0.74503	0.50884
KBTBD6	0.40431	NA	NA	0.85542	0.14878	NA	0.55038	NA	NA	NA	0.0027017	NA	NA	NA	NA	NA	0.10754	0.24976	NA	NA	0.65305	0.13684
KBTBD7	0.076444	0.31567	0.65223	0.089825	0.1712	0.065453	0.0064217	0.95581	0.74223	0.18938	0.8384	NA	NA	NA	0.94017	0.022037	0.96561	0.27748	NA	NA	0.76468	0.89001
KBTBD8	0.37456	0.0016314	0.78605	0.42541	0.10465	0.10848	0.11396	0.22433	0.55176	0.028101	0.33798	NA	NA	NA	0.061341	0.11868	0.14606	0.37313	NA	NA	0.32921	0.0519
KC01	NA	NA	NA	0.25424	0.98926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC010	NA	NA	NA	0.17411	0.44467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC02	NA	NA	NA	0.43557	0.014946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC03	NA	NA	NA	0.077091	0.67987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC04	NA	NA	NA	0.89931	0.6358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC05	NA	NA	NA	0.046893	0.90091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC06	NA	NA	NA	0.65971	0.19282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC07	NA	NA	NA	0.92772	0.39261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC0B1	NA	NA	NA	0.54681	0.48943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC0B2	NA	NA	NA	0.5773	0.63676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC0B3	NA	NA	NA	0.22364	0.54833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KCMF1	0.73808	0.01325	0.15099	0.98789	0.92412	0.15639	0.00036837	0.049146	0.24104	0.053259	0.55054	NA	NA	NA	0.62761	0.17224	0.15932	0.30447	NA	NA	0.19837	0.51226
KCNA1	0.0038997	0.3862	0.22792	NA	NA	0.20187	0.77425	0.15329	0.13895	0.10983	0.35506	NA	NA	NA	0.57861	0.046699	0.0034761	0.67217	NA	0.57177	0.5773	0.085724
KCNA10	0.37421	0.043588	0.0063193	NA	NA	0.26919	0.84108	0.39895	0.28016	0.070957	0.57266	NA	NA	NA	0.014494	0.30862	0.93165	0.51031	NA	NA	0.33642	0.83533
KCNA2	0.005428	0.92736	0.9301	NA	NA	0.19941	0.84529	0.19709	0.4174	0.29994	0.92037	NA	NA	NA	0.0030406	0.3157	0.35302	0.34878	NA	NA	0.76234	0.85894
KCNA3	0.15052	0.457	0.88107	NA	NA	0.033922	0.27357	0.013975	0.48263	0.72372	0.52557	NA	NA	NA	0.34693	0.26934	0.91941	0.33149	NA	0.1018	0.6897	0.85307
KCNA4	0.0042749	0.38936	0.88543	NA	NA	0.6341	0.083982	0.13735	0.03812	0.012641	0.68399	NA	NA	NA	0.94504	0.50678	0.7302	0.23907	NA	NA	0.77516	0.43458
KCNA5	0.13464	0.16844	0.14462	NA	NA	0.063261	0.67048	0.96001	0.22978	0.24713	0.68609	NA	NA	NA	0.89117	0.12548	0.084573	0.95857	NA	NA	0.8669	0.63728
KCNA6	0.019854	0.92341	0.13442	NA	NA	0.55641	0.95966	0.16557	0.15247	0.45857	0.41161	NA	NA	NA	0.93278	0.21539	0.24013	0.034853	NA	NA	0.35499	0.76094
KCNA7	0.86019	0.37886	0.23354	NA	NA	0.83048	0.20175	0.10693	0.036271	0.79328	0.050407	NA	NA	NA	0.87062	0.038357	0.46392	0.54101	NA	NA	0.91758	0.85256
KCNAB1	0.1801	0.94197	0.32376	NA	NA	0.0063206	0.42605	0.14881	0.13816	0.087066	0.9239	NA	NA	NA	0.2211	0.72296	0.045143	0.36207	NA	NA	0.42047	0.048987
KCNAB2	0.20977	0.16491	0.18006	NA	NA	0.40249	0.033586	0.010496	0.45953	0.70812	0.0070572	0.17329	0.56804	0.84769	0.87499	0.025184	0.72327	0.95468	NA	NA	0.89565	0.064224
KCNAB3	0.068207	0.24791	0.94347	NA	NA	0.044541	0.080029	0.96706	0.27645	0.57169	0.42177	NA	NA	NA	0.009359	0.069553	0.22357	0.56236	NA	NA	0.048565	0.94548
KCNB1	0.095128	0.59292	0.0042842	0.15231	0.16014	0.83091	0.77873	0.012885	0.74223	0.24333	0.47159	NA	NA	NA	0.56428	0.16697	0.015314	0.99586	NA	NA	0.93948	0.20858
KCNB2	0.27683	0.059069	0.98413	0.20103	0.73645	0.88568	0.62541	0.29163	0.28334	0.47954	0.74082	NA	NA	NA	0.46276	0.06213	0.081982	0.23846	NA	NA	0.92516	0.60542
KCNC1	2.6224e-05	0.91643	0.92908	0.5208	0.98847	0.58953	0.34374	0.3223	0.62016	0.012126	0.90237	NA	NA	NA	0.091644	0.79552	0.80588	0.63217	NA	0.55059	0.91582	0.0066154
KCNC2	0.046087	0.62517	0.36764	0.00056488	0.012267	0.29471	0.21661	0.32389	0.5977	0.45857	0.69201	NA	NA	NA	0.07315	0.37186	0.098621	0.46469	NA	NA	0.74784	0.2616
KCNC3	0.098896	0.73085	0.82863	0.78375	0.88482	0.11754	0.75071	0.24367	0.07089	0.88953	0.72774	NA	NA	NA	0.96906	0.11844	0.87302	0.95014	NA	NA	0.73228	0.13509
KCNC4	0.030626	0.053129	0.024563	0.9728	0.062489	0.47885	0.74614	0.42099	0.66221	0.094445	0.25471	NA	NA	NA	0.94738	0.063379	0.96123	0.8532	NA	NA	0.30839	0.85986
KCND1	0.0013283	0.23062	0.74668	0.76802	0.92971	0.7312	0.79211	0.16505	0.31496	0.93689	0.67925	NA	NA	NA	0.31221	0.046699	0.64382	0.54808	NA	NA	0.61558	0.72981
KCND2	0.45755	0.04534	0.67558	0.026833	0.089186	0.058358	0.33933	0.12907	0.005409	0.0027836	0.7624	NA	NA	NA	0.9597	0.19467	0.65527	0.9087	NA	NA	0.64001	0.73981
KCND3	0.33679	0.66513	0.70297	0.37635	0.075684	0.050226	0.42109	0.37632	0.017308	0.70812	0.74021	NA	NA	NA	0.69064	0.00379	0.13936	0.60783	NA	NA	0.57394	0.13365
KCNE1	0.073564	NA	NA	0.20201	0.030513	NA	0.3491	NA	NA	NA	0.80283	NA	NA	NA	NA	NA	0.27916	0.52163	NA	0.23366	0.42415	0.10875
KCNE1B	NA	0.23437	0.99695	NA	NA	0.30031	NA	0.78628	0.26153	0.2073	NA	NA	NA	NA	0.13161	0.304	NA	NA	NA	NA	NA	NA
KCNE1L	0.010931	NA	NA	0.049597	0.14966	NA	NA	NA	NA	NA	0.0013681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19422
KCNE2	0.041154	0.6315	0.31777	0.1181	9.0556e-05	0.079582	0.39262	0.97193	0.8482	0.72372	0.62227	NA	NA	NA	0.44576	0.31754	0.098115	0.021055	NA	0.096663	0.9183	0.63101
KCNE3	0.015498	0.90791	0.51939	0.93236	0.99774	0.035184	0.79784	0.10693	0.83505	0.67352	0.46288	NA	NA	NA	0.64125	0.12115	0.30234	0.92674	NA	NA	0.79453	0.026554
KCNE4	0.038649	0.21936	0.61707	0.12225	0.04304	0.16682	0.50841	0.11802	0.62016	0.63813	0.14467	NA	NA	NA	0.031736	0.97261	0.12573	0.65716	NA	NA	0.17668	NA
KCNE5	NA	0.22252	0.6067	NA	NA	0.23082	0.78243	0.36943	0.017308	0.60277	NA	NA	NA	NA	0.28421	0.50368	0.88897	0.19843	NA	NA	0.34051	NA
KCNF1	0.11035	0.047388	0.61549	0.22869	0.25641	0.57528	0.19469	0.25068	0.32626	0.028378	0.91622	NA	NA	NA	0.19975	0.13909	0.86721	0.19904	NA	NA	0.86143	0.18223
KCNG1	0.11981	0.43213	0.94581	0.68542	0.96197	0.66012	0.61504	0.42895	0.91683	0.012747	0.41526	NA	NA	NA	0.8983	0.12115	0.98672	0.75866	NA	NA	0.57236	0.065967
KCNG2	0.0084563	0.056584	0.3079	0.74739	0.58308	0.51011	0.9442	0.88776	0.52649	0.34062	0.073888	NA	NA	NA	0.89111	0.93086	0.065085	0.78462	NA	NA	0.36209	0.18699
KCNG3	0.0074895	0.067333	0.39037	0.076604	0.46495	0.37715	0.64932	0.79677	0.0059782	0.34062	0.99998	NA	NA	NA	0.18002	0.33	0.23216	0.57587	NA	NA	0.85726	0.92775
KCNG4	0.006824	0.71166	0.04494	0.7172	0.13978	0.45156	0.3526	0.18691	0.31496	0.70009	0.81007	NA	NA	NA	0.48846	0.32289	0.1096	0.21039	NA	NA	0.54453	0.30642
KCNH1	0.96481	0.53701	0.16861	0.77484	0.61955	0.18445	0.0097357	0.80609	0.15612	0.24956	0.5693	NA	NA	NA	0.69687	0.50869	0.029758	0.84081	NA	0.8524	0.04518	0.64031
KCNH2	0.00070607	0.13315	0.63378	0.43552	0.10345	0.06081	0.81958	0.52006	0.18634	0.45857	0.48208	NA	NA	NA	0.047833	0.98274	0.4683	0.93089	NA	0.032746	0.039348	0.61309
KCNH3	0.10904	0.23437	0.90773	0.0082796	0.91212	0.086462	0.22136	0.07358	0.55176	0.43806	0.088177	NA	NA	NA	0.08727	0.0083794	0.23938	0.41684	NA	NA	0.469	0.79999
KCNH4	0.088748	0.055578	0.93167	0.37745	0.46623	0.21069	0.063578	0.70723	0.080403	0.019655	0.27869	NA	NA	NA	0.14106	0.16155	0.016251	0.22796	NA	NA	0.54462	0.98916
KCNH5	0.63413	0.53496	0.08914	0.42682	0.019996	0.88373	0.0019189	0.33014	0.14893	0.029382	0.62655	NA	NA	NA	0.13508	0.19306	0.083854	0.12525	NA	0.67943	0.91997	0.067065
KCNH6	0.37709	0.42842	0.96358	0.1682	0.226	0.87877	0.6649	0.33014	0.033535	0.041493	0.93714	NA	NA	NA	0.59341	0.50869	0.079943	0.97882	NA	NA	0.78473	0.024645
KCNH7	0.074357	0.89526	0.88064	0.029032	0.25027	0.15052	0.14541	0.22836	0.17776	0.9068	0.83827	NA	NA	NA	0.091189	0.079687	0.40479	0.58298	NA	NA	0.79684	0.80899
KCNH8	0.44962	0.15942	0.57026	0.065363	0.39723	0.1872	0.97364	0.1106	0.25835	0.17653	0.91856	NA	NA	NA	0.48003	0.052153	0.17814	0.086872	NA	NA	0.71443	0.78693
KCNIP1	0.010266	0.45985	0.10586	0.37987	0.47382	0.47464	0.093318	0.48855	0.82119	0.69086	0.87448	NA	NA	NA	0.14595	0.20093	0.58335	0.80553	NA	NA	0.61048	0.94895
KCNIP2	0.42075	0.037055	0.16779	0.089695	0.10619	0.099403	0.61341	0.29228	0.25253	0.080146	0.98004	NA	NA	NA	0.16391	0.046699	0.68545	0.0062921	NA	NA	0.28294	0.83513
KCNIP3	0.19479	0.87814	0.014558	0.09838	0.21291	0.52931	0.78708	0.87753	0.22364	0.62015	0.45504	NA	NA	NA	0.88355	0.018572	0.022913	0.025684	NA	NA	0.82696	0.98588
KCNIP4	0.12501	0.21024	0.025936	0.0030026	0.94984	0.0039118	0.20575	0.059283	0.99021	0.84186	0.1892	NA	NA	NA	0.94654	0.37186	0.057904	0.96956	NA	NA	0.094051	0.95569
KCNJ1	0.61325	0.27924	0.27222	0.79163	0.58315	8.4593e-05	0.0017293	0.91434	0.62016	0.47954	0.97489	NA	NA	NA	0.62936	0.27105	0.070798	0.15441	NA	NA	0.80948	0.95638
KCNJ10	0.1318	0.26719	0.27839	0.05554	0.95994	0.91557	0.83599	0.14262	0.5977	0.073404	0.99511	NA	NA	NA	0.51752	0.014169	0.021279	0.39976	NA	NA	0.38306	0.20316
KCNJ11	0.00072102	0.99128	0.35162	0.85169	0.36974	0.43883	0.05222	0.59385	0.79204	0.23538	0.21366	NA	NA	NA	0.98659	0.10846	0.39021	0.74295	NA	NA	0.033967	0.74224
KCNJ12	0.039116	0.35739	0.70094	0.74377	0.043061	0.1495	0.30742	0.53141	0.92892	0.75386	0.44673	NA	NA	NA	0.12938	0.067257	0.37967	0.91787	NA	NA	0.56408	0.16674
KCNJ13	0.008653	0.73498	0.11444	0.82767	0.76978	0.035699	0.18756	0.22557	0.033535	0.56223	0.2245	NA	NA	NA	0.23538	0.45598	0.016022	0.52366	NA	NA	0.64396	0.8876
KCNJ14	0.95272	0.26911	0.093598	0.23793	0.18355	0.75168	0.74113	0.25937	0.30501	0.6561	0.0013837	NA	NA	NA	0.86306	0.16243	0.94741	0.07897	NA	NA	0.9722	0.91514
KCNJ15	0.055333	0.49261	0.59882	0.68486	0.66816	0.0067308	0.21741	0.24229	0.012919	0.001967	0.97064	NA	NA	NA	0.86976	0.89864	0.27837	0.36245	NA	NA	0.7738	0.16773
KCNJ16	0.00086692	0.60739	0.99722	0.58634	0.28038	0.47312	0.92229	0.93329	0.48263	0.86918	0.31423	NA	NA	NA	0.91451	0.42651	0.059731	0.32409	NA	NA	0.48243	0.63827
KCNJ18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42203	0.28929
KCNJ2	9e-04	0.22175	0.036471	0.44457	0.23029	0.06231	0.73854	0.13735	0.90687	0.80562	0.19423	NA	NA	NA	0.82645	0.15251	0.40951	0.9717	NA	NA	0.34242	0.71982
KCNJ3	0.0065028	NA	NA	0.56747	0.1894	0.21205	0.81911	NA	NA	NA	0.40267	NA	NA	NA	NA	0.9267	0.40847	0.11751	NA	0.686	0.54183	0.9906
KCNJ4	0.22182	NA	NA	0.9756	0.92469	0.063917	0.77344	NA	NA	NA	0.13118	NA	NA	NA	NA	0.14087	0.78348	0.098661	NA	NA	0.45916	0.024796
KCNJ5	0.091186	0.40443	0.32094	0.63734	0.19619	0.93524	0.21891	0.22557	0.83505	0.92141	0.73956	NA	NA	NA	0.11268	0.69816	0.62705	0.89493	NA	0.87667	0.72027	0.15839
KCNJ6	0.013232	0.84308	0.98869	0.73173	0.025193	0.57246	0.061022	0.10131	0.13816	0.48408	0.32976	NA	NA	NA	0.019378	0.037763	0.24596	0.39459	NA	NA	NA	0.71475
KCNJ8	0.23312	0.52476	0.98958	0.9895	0.28852	0.12995	0.8994	0.94809	0.5866	0.39386	0.91715	NA	NA	NA	0.23977	0.97233	0.95926	0.41922	NA	NA	0.12735	0.095119
KCNJ9	0.052077	0.19859	0.64096	0.45825	0.53188	0.19307	0.049146	0.23122	0.96791	0.012641	0.062315	NA	NA	NA	0.10724	0.73415	0.091282	0.62115	NA	NA	0.62953	0.52543
KCNK1	0.47051	0.034152	0.21723	0.084073	0.024006	0.48498	0.041666	0.93531	0.8603	0.88488	0.94086	NA	NA	NA	0.21995	0.0049685	0.31151	0.53275	NA	NA	0.81629	0.86794
KCNK10	0.80281	0.39097	0.85803	0.55773	0.070302	0.64363	0.37027	0.089291	0.21588	0.86204	0.5532	NA	NA	NA	0.64999	0.61616	0.33968	0.22756	NA	NA	0.13528	0.99693
KCNK12	0.11273	0.95558	0.8852	0.08517	0.16636	0.50377	0.71126	0.062241	0.24545	0.45857	0.63868	NA	NA	NA	0.019951	0.58939	0.46504	0.49513	NA	NA	0.96311	0.586
KCNK13	0.031829	0.42574	0.067028	0.054734	0.522	0.8789	0.98459	0.53141	0.39206	0.6561	0.69725	NA	NA	NA	0.048546	0.15062	0.80884	0.66983	NA	NA	0.85435	0.29571
KCNK15	0.35879	NA	NA	0.019029	0.41383	0.12029	0.038093	NA	NA	NA	0.41458	NA	NA	NA	NA	0.018764	0.1113	0.92481	NA	NA	0.81872	0.13117
KCNK16	0.43204	0.041139	0.30239	0.45032	0.84077	0.020373	0.59019	0.096359	0.0054921	0.044101	0.012644	NA	NA	NA	0.48982	0.14842	0.98572	0.66124	NA	NA	0.55709	0.0038009
KCNK17	0.049262	NA	NA	0.058485	0.77343	NA	0.0016169	NA	NA	NA	0.11077	NA	NA	NA	NA	NA	0.5868	0.24028	NA	NA	0.10377	0.051605
KCNK18	0.09921	0.90043	0.27282	0.10486	0.28413	0.97134	0.54129	0.1119	0.24545	0.11784	0.060201	NA	NA	NA	0.057511	0.16653	0.56709	0.40813	NA	NA	0.63369	0.42755
KCNK2	0.41295	0.99647	0.62517	0.50363	0.0096084	0.040569	0.54539	0.49592	0.43907	0.55608	0.87188	0.16065	0.32132	0.14309	0.020741	0.12754	0.82308	0.70051	NA	0.94027	0.4346	0.37236
KCNK3	0.44903	0.049064	0.82628	0.68764	0.056394	0.30116	0.78305	0.1834	0.22978	0.15274	0.76723	NA	NA	NA	0.27592	0.22891	0.98825	0.11869	NA	NA	0.86023	0.072357
KCNK4	0.74218	0.0037641	0.22792	0.061885	0.9347	0.51355	0.017515	0.015508	0.049372	0.37356	0.063596	NA	NA	NA	0.026224	0.92196	0.01801	0.97187	NA	NA	0.53283	0.70336
KCNK5	0.23254	0.21436	0.05494	0.74384	0.87666	0.73492	0.050543	0.92404	0.013785	0.0068081	0.63767	NA	NA	NA	0.37375	0.27028	0.90057	0.093781	NA	NA	0.36857	0.79792
KCNK6	0.0021627	0.11942	0.85128	0.31255	0.076449	0.013901	0.94475	0.84317	0.75987	0.12196	0.32447	NA	NA	NA	0.63914	0.54543	0.87905	0.072923	NA	NA	NA	0.93677
KCNK7	0.39954	0.05028	0.55483	0.041696	0.8585	0.0016305	0.6593	0.18036	0.20008	0.13122	0.11903	NA	NA	NA	0.046166	0.23638	0.53622	0.51218	NA	NA	0.70349	0.90828
KCNK9	0.51801	0.076726	0.92326	0.038806	0.11218	0.28829	0.98198	0.30027	0.54653	0.35734	0.54889	NA	NA	NA	0.19363	0.067112	0.22814	0.80629	NA	NA	0.5673	0.66382
KCNMA1	0.20668	0.77345	0.36443	0.10215	0.074963	NA	0.094467	0.0094697	0.080403	0.29994	0.89959	NA	NA	NA	0.60802	0.087971	0.75046	0.69928	NA	NA	0.87064	0.7449
KCNMB1	0.050156	0.14259	0.42369	0.20801	0.07111	0.12411	0.88166	0.23122	0.19408	0.97834	0.56082	NA	NA	NA	0.9074	0.060881	0.060872	0.25482	NA	NA	0.9532	0.48646
KCNMB2	0.15276	0.48777	0.028014	0.22334	0.67192	0.27239	0.87916	0.85146	0.043175	0.050464	0.84054	NA	NA	NA	0.068718	0.19559	0.36166	0.70814	NA	NA	0.20554	0.59623
KCNMB3	0.059824	0.23129	0.13316	0.098025	0.0033496	0.057148	0.79719	0.15606	0.31496	0.60164	0.19977	NA	NA	NA	0.33716	0.40098	0.3475	0.97028	NA	NA	0.62181	0.84056
KCNMB4	0.063238	0.28976	0.97535	0.64729	0.10794	0.33589	0.31252	0.58792	0.96662	0.75386	0.5753	NA	NA	NA	0.015109	0.044756	0.6912	0.58694	NA	NA	0.70336	0.92899
KCNN1	0.023603	0.0019107	0.43234	0.013995	0.028271	0.30848	0.055889	0.27268	0.12798	0.080146	0.38873	NA	NA	NA	0.2526	0.65529	0.12816	0.70632	NA	NA	0.39361	0.80594
KCNN2	0.35288	0.93205	0.907	0.025584	0.57157	NA	0.75843	0.019741	0.93456	0.39477	0.80976	NA	NA	NA	0.14213	0.51834	0.19469	0.84272	NA	0.29917	0.91635	0.34978
KCNN3	0.031934	0.73757	0.33047	0.83962	0.60965	0.40028	0.87982	0.45803	0.89911	0.79328	0.052092	NA	NA	NA	0.26534	0.50617	0.70725	0.97179	NA	NA	0.80742	0.79561
KCNN4	0.057622	0.21329	0.2864	0.07005	0.62937	0.0024073	0.23493	0.64911	0.4823	0.038007	0.1892	0.15351	0.6115	0.87009	0.56503	0.59458	0.049964	0.8727	NA	0.21639	0.83193	0.020207
KCNQ1	0.023599	0.094002	0.3266	0.7655	0.01909	0.14364	0.28937	0.99035	0.080403	0.48408	0.22524	NA	NA	NA	0.53041	0.52203	0.23075	0.65864	NA	NA	0.4838	0.44944
KCNQ2	0.080489	0.85969	0.02027	0.0048452	0.57406	0.22292	0.50093	0.10857	0.038412	0.15274	0.44581	NA	NA	NA	0.97407	0.90196	0.10878	0.93438	NA	NA	0.70822	0.051947
KCNQ3	0.0058008	0.53496	0.18472	0.11644	0.85424	0.011996	0.029444	0.2188	0.10359	0.45857	0.9951	NA	NA	NA	0.49103	0.78568	0.80582	0.9106	NA	0.46408	0.15168	0.064366
KCNQ4	0.0055986	0.25051	0.11879	0.88762	0.53714	0.64983	0.33137	0.44579	0.9847	0.75386	0.87539	NA	NA	NA	0.47452	0.58877	0.096257	0.97589	NA	NA	0.21322	0.047828
KCNQ5	0.013232	0.43666	0.91536	0.99503	0.80013	0.2029	0.28595	0.29862	0.25253	0.55823	0.99851	NA	NA	NA	0.30797	0.5519	0.075597	0.36667	NA	NA	0.98005	0.33999
KCNRG	0.36362	0.65041	0.25779	0.31537	0.026301	0.052241	0.28147	0.48854	0.64136	0.12196	0.0066583	NA	NA	NA	0.21696	0.91509	0.73498	0.90842	NA	NA	0.89598	0.01162
KCNS1	0.77058	0.14902	0.68746	0.86685	0.77214	0.11891	0.13601	0.30493	0.32626	0.30453	0.006785	NA	NA	NA	0.25923	0.93083	0.11138	0.088931	NA	NA	0.6348	0.4539
KCNS2	0.05161	0.89689	0.81666	0.043793	0.23849	0.2694	0.45905	0.17894	0.048889	0.45857	0.013916	NA	NA	NA	0.090097	0.7098	0.38837	0.12827	NA	NA	0.37394	0.76413
KCNS3	0.094471	0.38231	0.27604	0.99699	0.39339	0.080688	0.27413	0.10316	0.39461	0.066029	0.5282	NA	NA	NA	0.71825	0.053879	0.32462	0.32132	NA	NA	0.085215	0.60237
KCNT1	0.37133	0.21877	0.53234	0.048323	0.41162	0.16468	0.68248	0.10857	0.074533	0.93784	0.46251	NA	NA	NA	0.82455	0.9719	0.39165	0.77032	NA	NA	0.90928	0.74608
KCNT2	0.13218	0.084609	0.19572	0.31122	0.030864	0.033728	0.073995	0.079981	0.91382	0.29994	0.82915	NA	NA	NA	0.95031	0.787	0.50653	0.016045	NA	NA	0.14545	0.0067155
KCNU1	0.076395	0.033051	0.24916	0.99762	0.11074	0.98804	0.94929	0.23969	0.83505	0.5505	0.5137	NA	NA	NA	0.049826	0.069407	0.43066	0.87217	NA	NA	0.98225	0.47614
KCNV1	0.0094065	0.27556	0.41428	0.057831	0.025629	0.12971	0.87715	0.078968	0.28334	0.99301	0.17475	NA	NA	NA	0.1187	0.93679	0.44029	0.27132	NA	NA	0.86361	0.40518
